framework,path,framework_contributors,sample_contributors,commom_contributors,commom/framework,commom/sample
Android,googlesamples/android-SlidingTabsColors,3798,2,0,0.0,0.0
Android,googlesamples/android-SlidingTabsBasic,3798,4,1,0.0002632964718272775,0.25
Android,googlesamples/android-SkeletonWearableApp,3798,2,0,0.0,0.0
Android,googlesamples/android-ShareActionProvider,3798,2,0,0.0,0.0
Android,googlesamples/android-ScreenCapture,3798,4,0,0.0,0.0
Android,googlesamples/android-ScopedDirectoryAccess,3798,3,0,0.0,0.0
Android,googlesamples/android-RuntimePermissions,3798,2,0,0.0,0.0
Android,googlesamples/android-RevealEffectBasic,3798,2,0,0.0,0.0
Android,googlesamples/android-RepeatingAlarm,3798,2,0,0.0,0.0
Android,googlesamples/android-RenderScriptIntrinsic,3798,2,0,0.0,0.0
Android,googlesamples/android-RecyclerView,3798,2,0,0.0,0.0
Android,googlesamples/android-RecipeAssistant,3798,2,0,0.0,0.0
Android,googlesamples/android-Quiz,3798,2,0,0.0,0.0
Android,googlesamples/android-PermissionRequest,3798,1,0,0.0,0.0
Android,googlesamples/android-PdfRendererBasic,3798,2,0,0.0,0.0
Android,googlesamples/android-NotificationChannels,3798,2,0,0.0,0.0
Android,googlesamples/android-NfcProvisioning,3798,2,0,0.0,0.0
Android,googlesamples/android-NetworkConnect,3798,2,0,0.0,0.0
Android,googlesamples/android-NavigationDrawer,3798,3,1,0.0002632964718272775,0.3333333333333333
Android,googlesamples/android-MultiWindowPlayground,3798,2,0,0.0,0.0
Android,googlesamples/android-MidiSynth,3798,2,0,0.0,0.0
Android,googlesamples/android-MidiScope,3798,2,0,0.0,0.0
Android,googlesamples/android-MediaRouter,3798,2,0,0.0,0.0
Android,googlesamples/android-MediaBrowserService,3798,2,0,0.0,0.0
Android,googlesamples/android-LNotifications,3798,2,0,0.0,0.0
Android,googlesamples/android-JobScheduler,3798,3,1,0.0002632964718272775,0.3333333333333333
Android,googlesamples/android-Interpolator,3798,2,0,0.0,0.0
Android,googlesamples/android-ImmersiveMode,3798,2,0,0.0,0.0
Android,googlesamples/android-HorizontalPaging,3798,2,0,0.0,0.0
Android,googlesamples/android-HdrViewfinder,3798,2,0,0.0,0.0
Android,googlesamples/android-GridViewPager,3798,2,0,0.0,0.0
Android,googlesamples/android-Geofencing,3798,2,0,0.0,0.0
Android,googlesamples/android-FloatingActionButtonBasic,3798,2,0,0.0,0.0
Android,googlesamples/android-Flashlight,3798,2,0,0.0,0.0
Android,googlesamples/android-FingerprintDialog,3798,4,0,0.0,0.0
Android,googlesamples/android-FindMyPhone,3798,2,0,0.0,0.0
Android,googlesamples/android-ElizaChat,3798,2,0,0.0,0.0
Android,googlesamples/android-ElevationDrag,3798,3,1,0.0002632964718272775,0.3333333333333333
Android,googlesamples/android-ElevationBasic,3798,3,1,0.0002632964718272775,0.3333333333333333
Android,googlesamples/android-DrawableTinting,3798,2,0,0.0,0.0
Android,googlesamples/android-DragAndDropAcrossApps,3798,2,0,0.0,0.0
Android,googlesamples/android-DownloadableFonts,3798,3,0,0.0,0.0
Android,googlesamples/android-DoneBar,3798,2,0,0.0,0.0
Android,googlesamples/android-DocumentCentricRelinquishIdentity,3798,2,0,0.0,0.0
Android,googlesamples/android-DocumentCentricApps,3798,2,0,0.0,0.0
Android,googlesamples/android-DirectShare,3798,2,0,0.0,0.0
Android,googlesamples/android-DirectorySelection,3798,2,0,0.0,0.0
Android,googlesamples/android-DeviceOwner,3798,2,0,0.0,0.0
Android,googlesamples/android-DelayedConfirmation,3798,2,0,0.0,0.0
Android,googlesamples/android-CustomTransition,3798,2,0,0.0,0.0
Android,googlesamples/android-CustomNotifications,3798,2,0,0.0,0.0
Android,googlesamples/android-ContentProviderPaging,3798,2,0,0.0,0.0
Android,googlesamples/android-ConfirmCredential,3798,3,0,0.0,0.0
Android,googlesamples/android-CommitContentSampleIME,3798,2,0,0.0,0.0
Android,googlesamples/android-CommitContentSampleApp,3798,2,0,0.0,0.0
Android,googlesamples/android-ClippingBasic,3798,3,1,0.0002632964718272775,0.3333333333333333
Android,googlesamples/android-CardView,3798,2,0,0.0,0.0
Android,googlesamples/android-CardReader,3798,2,0,0.0,0.0
Android,googlesamples/android-CardEmulation,3798,2,0,0.0,0.0
Android,googlesamples/android-BorderlessButtons,3798,2,0,0.0,0.0
Android,googlesamples/android-BluetoothAdvertisements,3798,2,0,0.0,0.0
Android,googlesamples/android-BeamLargeFiles,3798,2,0,0.0,0.0
Android,googlesamples/android-BatchStepSensor,3798,2,0,0.0,0.0
Android,googlesamples/android-BasicTransition,3798,2,0,0.0,0.0
Android,googlesamples/android-BasicSyncAdapter,3798,4,1,0.0002632964718272775,0.25
Android,googlesamples/android-BasicNotifications,3798,2,0,0.0,0.0
Android,googlesamples/android-BasicNetworking,3798,2,0,0.0,0.0
Android,googlesamples/android-BasicMultitouch,3798,2,0,0.0,0.0
Android,googlesamples/android-BasicMediaRouter,3798,2,0,0.0,0.0
Android,googlesamples/android-BasicMediaDecoder,3798,3,0,0.0,0.0
Android,googlesamples/android-BasicManagedProfile,3798,3,1,0.0002632964718272775,0.3333333333333333
Android,googlesamples/android-BasicImmersiveMode,3798,2,0,0.0,0.0
Android,googlesamples/android-BasicGestureDetect,3798,2,0,0.0,0.0
Android,googlesamples/android-BasicContactables,3798,2,0,0.0,0.0
Android,googlesamples/android-BasicAndroidKeyStore,3798,2,0,0.0,0.0
Android,googlesamples/android-AutoBackupForApps,3798,2,0,0.0,0.0
Android,googlesamples/android-AsymmetricFingerprintDialog,3798,3,0,0.0,0.0
Android,googlesamples/android-AppShortcuts,3798,2,0,0.0,0.0
Android,googlesamples/android-AppRestrictionSchema,3798,2,0,0.0,0.0
Android,googlesamples/android-AppRestrictions,3798,2,0,0.0,0.0
Android,googlesamples/android-AppRestrictionEnforcer,3798,2,0,0.0,0.0
Android,googlesamples/android-AdvancedImmersiveMode,3798,2,0,0.0,0.0
Android,googlesamples/android-ActiveNotifications,3798,2,0,0.0,0.0
Android,googlesamples/android-ActionBarCompat-Styled,3798,2,0,0.0,0.0
Android,googlesamples/android-ActionBarCompat-ListPopupMenu,3798,2,0,0.0,0.0
Android,googlesamples/android-ActionBarCompat-Basic,3798,2,0,0.0,0.0
Android,googlesamples/android-key-attestation,3798,3,0,0.0,0.0
Android,googlesamples/android-play-places,3798,4,0,0.0,0.0
Android,googlesamples/android-AccelerometerPlay,3798,2,0,0.0,0.0
Android,googlesamples/android-play-awareness,3798,2,0,0.0,0.0
Android,googlesamples/leanback-assistant,3798,2,0,0.0,0.0
Android,googlesamples/android-play-safetynet,3798,4,0,0.0,0.0
Android,googlesamples/account-transfer-api,3798,1,0,0.0,0.0
Android,googlesamples/android-SimpleMediaPlayer,3798,2,0,0.0,0.0
Android,googlesamples/android-fido,3798,8,0,0.0,0.0
Android,googlesamples/android-WearStandaloneGoogleSignIn,3798,1,0,0.0,0.0
Android,googlesamples/android-WearOAuth,3798,1,0,0.0,0.0
Android,googlesamples/android-unsplash,3798,5,0,0.0,0.0
Android,googlesamples/android-codelab-watchface,3798,2,0,0.0,0.0
Android,googlesamples/android-OurStreets,3798,2,0,0.0,0.0
Android,googlesamples/android-WearCompanionLibrary,3798,5,0,0.0,0.0
Android,googlesamples/android-gcmnetworkmanager,3798,2,0,0.0,0.0
Android,googlesamples/identity-toolkit-android,3798,6,0,0.0,0.0
Android,googlesamples/android-WclDemoSample,3798,3,0,0.0,0.0
Android,googlesamples/attendee-checkin,3798,2,0,0.0,0.0
Android,googlesamples/android-play-games-in-motion,3798,1,0,0.0,0.0
Android,googlesamples/androidtv-daydream,3798,3,0,0.0,0.0
Android,googlesamples/androidtv-VisualGameController,3798,3,1,0.0002632964718272775,0.3333333333333333
Android,googlesamples/androidtv-GameController,3798,2,0,0.0,0.0
Android,googlesamples/android-google-accounts,3798,4,0,0.0,0.0
