framework,path,A,M,D,total_actions,java,properties,jar,xml,bat,md,adoc,yaml,txt,sh,yml,cmd,kt,json,others,build.gradle,pom.xml,travis.yml,AndroidManifest.xml,readme.md
spring,spring-guides/gs-accessing-mongodb-data-rest,38,403,1,442,13,15,12,137,8,0,86,0,0,1,0,4,0,0,168,138,137,0,0,0
spring,spring-guides/gs-accessing-data-rest,39,411,1,451,20,15,12,137,8,0,90,0,0,1,1,4,0,0,165,136,137,0,0,0
spring,spring-guides/gs-accessing-data-mysql,46,447,7,500,21,19,12,147,8,4,92,0,0,3,3,4,0,0,189,152,147,0,0,0
spring,spring-guides/gs-accessing-data-jpa,52,529,15,596,29,21,16,173,8,62,37,0,0,4,0,4,0,0,245,165,173,0,0,0
spring,spring-guides/getting-started-guides,59,411,4,474,14,20,16,151,6,4,76,0,0,3,0,4,0,0,180,153,151,0,0,0
spring,spring-guides/gs-accessing-data-gemfire,49,486,16,551,32,21,16,147,6,57,22,0,0,16,0,4,0,0,232,164,147,0,0,0
spring,spring-guides/gs-validating-form-input,80,540,36,656,46,31,20,183,14,64,27,0,0,3,0,4,0,0,271,170,181,0,0,0
spring,spring-guides/gs-testing-restdocs,39,103,1,143,15,11,8,34,6,0,14,0,0,1,0,4,0,0,52,28,34,0,0,0
spring,spring-guides/gs-spring-boot-for-azure,39,389,6,434,7,14,12,141,6,4,72,0,0,3,0,4,0,0,173,143,141,0,0,0
spring,spring-guides/gs-rest-hateoas,46,600,8,654,38,21,18,174,8,68,85,0,0,6,0,4,0,2,233,172,174,0,0,0
spring,spring-guides/gs-reactive-rest-service,43,421,8,472,23,16,14,149,4,4,81,0,0,3,1,4,0,0,173,145,149,0,0,0
spring,spring-guides/gs-messaging-redis,59,577,23,659,32,28,20,182,12,68,78,0,0,3,0,4,0,0,237,169,180,0,0,0
spring,spring-guides/gs-messaging-gcp-pubsub,39,439,7,485,17,20,12,157,4,4,78,0,0,3,0,6,0,0,184,157,157,0,0,0
spring,spring-guides/gs-managing-transactions,39,520,4,563,21,19,16,161,6,55,76,0,0,3,0,4,0,0,206,160,161,0,0,0
spring,spring-guides/gs-integration,46,521,8,575,12,21,16,178,6,63,57,0,0,3,0,4,0,0,219,163,168,0,0,0
spring,spring-guides/gs-handling-form-submission,50,512,8,570,26,21,16,160,8,43,70,0,0,3,1,4,0,0,222,163,160,0,0,0
spring,spring-guides/gs-gateway,38,416,7,461,14,14,12,151,6,4,71,0,0,3,1,4,0,0,182,153,151,0,0,0
spring,spring-guides/gs-contract-rest,93,606,10,709,54,39,32,203,17,4,77,0,0,5,0,9,0,0,270,212,203,0,0,0
spring,spring-guides/gs-circuit-breaker,84,524,25,633,38,36,28,200,16,4,61,0,0,3,0,4,0,0,248,205,200,0,0,0
spring,spring-guides/gs-caching-gemfire,37,534,5,576,32,18,16,163,6,53,68,0,0,4,0,4,0,0,214,172,163,0,0,0
spring,spring-guides/gs-caching,47,451,7,505,48,16,12,145,8,4,82,0,0,3,0,4,0,0,186,152,145,0,0,0
spring,spring-guides/gs-batch-processing,50,592,10,652,45,26,16,168,8,68,89,0,0,5,0,4,0,0,226,160,168,0,0,0
spring,spring-guides/gs-async-method,42,548,5,595,31,21,16,161,8,54,86,0,0,4,0,4,0,0,216,164,161,0,0,0
spring,spring-guides/gs-actuator-service,47,540,6,593,32,26,18,169,8,69,33,0,0,4,1,4,0,0,237,171,169,0,0,0
spring,spring-guides/gs-accessing-vault,37,412,6,455,10,15,12,147,6,4,73,0,0,4,0,4,0,0,180,153,147,0,0,0
spring,spring-guides/gs-accessing-neo4j-data-rest,40,434,1,475,19,16,12,142,8,0,83,0,0,1,0,4,0,0,192,146,142,0,0,0
spring,spring-guides/gs-accessing-gemfire-data-rest,32,402,0,434,17,12,12,150,6,0,63,0,0,1,0,4,0,0,169,148,150,0,0,0
spring,spring-guides/gs-accessing-data-neo4j,72,572,34,678,42,30,20,182,12,64,34,0,0,4,0,4,0,0,291,197,182,0,0,0
spring,spring-guides/gs-accessing-data-mongodb,56,515,15,586,19,21,16,173,8,60,36,0,0,4,0,4,0,0,248,170,173,0,0,0
spring,spring-guides/tut-spring-boot-oauth2,85,341,41,467,121,1,1,114,0,0,127,0,0,0,52,2,0,0,55,0,114,0,0,0
spring,spring-guides/quoters,24,23,6,53,19,4,3,4,2,0,3,0,0,0,2,2,0,0,14,2,4,0,0,0
